,BookingID,UserID,ProviderID,HotelID,BookingDate,HotelType,HotelRank,Days_Since_Booked,Month
78,18015,9467532,1,88879,2019-06-24 07:48:26,2,5,1340,6
79,18017,9467532,1,88879,2019-06-25 12:00:15,2,5,1339,6
80,18022,9465793,1,88879,2019-06-26 07:25:57,2,5,1338,6
81,18025,9465793,1,88879,2019-06-27 08:50:03,2,5,1337,6
82,18027,9467532,1,88879,2019-06-27 09:30:54,2,5,1337,6
83,18029,9467532,1,88879,2019-06-27 10:37:59,2,5,1337,6
84,18030,9467532,1,88879,2019-06-27 10:38:59,2,5,1337,6
85,18031,9467532,1,88879,2019-06-27 11:13:03,2,5,1337,6
86,18032,9467532,1,88879,2019-06-27 12:09:46,2,5,1337,6
87,18033,9467532,1,88879,2019-06-27 12:26:03,2,5,1337,6
88,18035,9467532,1,88879,2019-06-27 14:39:01,2,5,1337,6
89,18037,9467532,1,88879,2019-06-27 14:53:32,2,5,1337,6
90,18038,9467532,1,88879,2019-06-27 14:58:30,2,5,1337,6
91,18040,9467532,1,88879,2019-06-27 15:49:41,2,5,1337,6
92,18041,9467532,1,88879,2019-06-27 16:02:34,2,5,1337,6
93,18042,9467532,1,88879,2019-06-27 16:29:53,2,5,1337,6
94,18043,9467532,1,88879,2019-06-27 16:46:44,2,5,1337,6
95,18044,9467532,1,88879,2019-06-27 18:04:24,2,5,1337,6
96,18045,9467532,1,88879,2019-06-28 08:27:45,2,5,1336,6
97,18047,9467532,1,88879,2019-06-28 09:11:56,2,5,1336,6
98,18048,9467532,1,88879,2019-06-28 14:07:42,2,5,1336,6
99,18049,9467532,1,88879,2019-06-28 14:50:03,2,5,1336,6
100,18050,9467532,1,88879,2019-06-28 15:06:59,2,5,1336,6
101,18051,9467532,1,88879,2019-06-28 15:50:08,2,5,1336,6
102,18052,9467532,1,88879,2019-06-28 16:01:56,2,5,1336,6
103,18053,9467532,1,88879,2019-07-01 12:05:14,2,5,1333,7
104,18054,9467532,1,88879,2019-07-01 12:19:12,2,5,1333,7
105,18055,9467532,1,88879,2019-07-01 12:40:20,2,5,1333,7
106,18056,9467532,1,88879,2019-07-01 14:23:37,2,5,1333,7
107,18057,9467532,1,88879,2019-07-01 15:00:11,2,5,1333,7
108,18059,9467532,1,88879,2019-07-01 17:25:31,2,5,1333,7
109,18060,9467532,1,88879,2019-07-01 19:03:56,2,5,1333,7
110,18064,9467532,1,88879,2019-07-02 18:19:34,2,5,1332,7
111,18067,9465793,1,88879,2019-07-04 08:40:00,2,5,1330,7
113,18078,9467532,1,88879,2019-07-09 18:05:59,2,5,1325,7
114,18079,9467532,1,88879,2019-07-09 18:21:02,2,5,1325,7
115,18082,9464174,1,88879,2019-07-10 22:10:19,2,5,1323,7
117,18083,9465793,1,88879,2019-07-11 08:39:34,2,5,1323,7
120,18084,9465793,1,88879,2019-07-11 08:56:27,2,5,1323,7
121,18087,9467255,1,88879,2019-07-12 17:23:32,2,5,1322,7
122,18091,9465793,1,88879,2019-07-13 12:40:19,2,5,1321,7
123,18092,9465793,1,88879,2019-07-13 12:49:08,2,5,1321,7
124,18093,9465793,1,88879,2019-07-13 13:05:20,2,5,1321,7
126,18094,9465793,1,88879,2019-07-13 13:05:19,2,5,1321,7
127,18101,9467532,1,88879,2019-07-15 11:21:33,2,5,1319,7
128,18106,9464913,1,88879,2019-07-17 11:24:30,2,5,1317,7
129,18109,9465024,1,88879,2019-07-18 08:40:56,2,5,1316,7
130,18115,9465625,1,88879,2019-07-22 13:40:02,2,5,1312,7
131,18116,9465625,1,88879,2019-07-22 14:06:19,2,5,1312,7
132,18129,9466180,1,88879,2019-07-27 15:45:05,2,5,1307,7
133,18131,9467650,1,88879,2019-07-29 11:21:28,2,5,1305,7
134,18135,9467600,1,88879,2019-07-30 16:00:03,2,5,1304,7
135,18139,9466991,1,88879,2019-08-01 08:09:19,2,5,1302,8
137,18146,9465351,1,88879,2019-08-05 13:27:15,2,5,1298,8
138,18147,9467273,1,88879,2019-08-05 14:17:36,2,5,1298,8
139,18150,9464188,1,88879,2019-08-06 11:29:34,2,5,1297,8
141,18151,9464188,1,88879,2019-08-06 11:43:33,2,5,1297,8
143,18152,9467273,1,88879,2019-08-06 21:06:46,2,5,1296,8
144,18155,9465997,1,88879,2019-08-08 11:03:22,2,5,1295,8
145,18160,9460189,1,88879,2019-08-09 09:31:26,2,5,1294,8
147,18163,9466496,1,88879,2019-08-09 13:48:33,2,5,1294,8
148,18175,9466108,1,88879,2019-08-13 17:06:09,2,5,1290,8
150,18181,9463950,1,88879,2019-08-14 12:00:45,2,5,1289,8
152,18183,9467532,1,88879,2019-08-14 16:11:26,2,5,1289,8
153,18184,9467532,1,88879,2019-08-14 16:16:43,2,5,1289,8
154,18185,9467532,1,88879,2019-08-14 16:34:10,2,5,1289,8
156,18191,9467532,1,88879,2019-08-14 18:36:47,2,5,1289,8
157,18200,9466127,1,88879,2019-08-16 15:01:41,2,5,1287,8
158,18206,9465416,1,88879,2019-08-19 14:01:51,2,5,1284,8
159,18217,9466042,1,88879,2019-08-21 15:49:35,2,5,1282,8
161,18225,9464279,1,88879,2019-08-26 13:27:01,2,5,1277,8
162,18229,9465351,1,88879,2019-08-27 08:58:29,2,5,1276,8
163,18270,9466619,1,88879,2019-09-09 11:08:17,2,5,1263,9
164,18296,9466225,1,88879,2019-09-13 14:52:50,2,5,1259,9
166,18297,9466225,1,88879,2019-09-13 16:43:14,2,5,1259,9
168,18298,9467004,1,88879,2019-09-14 12:44:41,2,5,1258,9
169,18299,9468036,1,88879,2019-09-14 13:45:10,2,5,1258,9
170,18300,9465261,1,88879,2019-09-15 09:40:31,2,5,1257,9
171,18330,9467255,1,88879,2019-09-18 15:59:48,2,5,1254,9
172,18331,9465973,1,88879,2019-09-18 16:08:08,2,5,1254,9
174,18346,9467202,1,88879,2019-09-20 16:36:44,2,5,1252,9
175,18351,9465793,1,88879,2019-09-21 19:06:53,2,5,1251,9
176,18355,9465829,1,88879,2019-09-23 11:20:46,2,5,1249,9
177,18357,9468018,1,88879,2019-09-24 11:13:30,2,5,1248,9
178,18359,9466625,1,88879,2019-09-25 13:53:45,2,5,1247,9
180,18375,9464896,1,88879,2019-09-27 10:06:57,2,5,1245,9
183,18376,9465895,1,88879,2019-09-27 12:29:23,2,5,1245,9
185,18392,9466753,1,88879,2019-10-01 17:00:37,2,5,1241,10
186,18393,9464074,1,88879,2019-10-02 10:12:32,2,5,1240,10
187,18395,9465181,1,88879,2019-10-02 19:13:40,2,5,1240,10
189,18396,9465876,1,88879,2019-10-02 20:21:20,2,5,1240,10
191,18397,9466782,1,88879,2019-10-02 21:36:13,2,5,1239,10
192,18398,9466782,1,88879,2019-10-02 22:15:10,2,5,1239,10
193,18401,9466225,1,88879,2019-10-03 10:21:40,2,5,1239,10
194,18402,9466225,1,88879,2019-10-03 10:28:14,2,5,1239,10
195,18403,9466225,1,88879,2019-10-03 10:50:51,2,5,1239,10
196,18404,9466106,1,88879,2019-10-03 10:53:04,2,5,1239,10
200,18405,9466610,1,88879,2019-10-03 10:59:45,2,5,1239,10
201,18407,9467255,1,88879,2019-10-03 11:41:21,2,5,1239,10
202,18413,9466183,1,88879,2019-10-04 08:33:11,2,5,1238,10
204,18414,9466183,1,88879,2019-10-04 08:50:28,2,5,1238,10
206,18419,9465556,1,88879,2019-10-04 13:50:08,2,5,1238,10
207,18420,9466610,1,88879,2019-10-04 15:52:01,2,5,1238,10
208,18425,9466225,1,88879,2019-10-07 11:10:15,2,5,1235,10
209,18435,9465282,1,88879,2019-10-08 13:47:08,2,5,1234,10
212,18436,9465282,1,88879,2019-10-08 14:28:02,2,5,1234,10
215,18439,9466230,1,88879,2019-10-08 15:06:34,2,5,1234,10
216,18445,9465793,1,88879,2019-10-11 15:02:26,2,5,1231,10
217,18454,9467759,1,88879,2019-10-15 09:41:51,2,5,1227,10
218,18500,9466542,1,88879,2019-10-28 10:11:42,2,5,1214,10
220,18502,9467532,1,88879,2019-10-28 11:14:01,2,5,1214,10
222,18503,9467532,1,88879,2019-10-28 11:25:19,2,5,1214,10
224,18504,9467574,1,88879,2019-10-28 12:59:52,2,5,1214,10
225,18516,9466625,1,88879,2019-10-29 23:42:02,2,5,1212,10
226,18537,9466557,1,88879,2019-11-01 15:34:14,2,5,1210,11
227,18538,9465793,1,88879,2019-11-01 17:07:52,2,5,1210,11
228,18545,9467388,1,88879,2019-11-02 13:32:18,2,5,1209,11
230,18558,9466060,1,88879,2019-11-05 13:54:48,2,5,1206,11
231,18560,9467374,1,88879,2019-11-06 15:04:49,2,5,1205,11
234,18572,9460189,1,88879,2019-11-08 08:40:18,2,5,1203,11
235,18580,9467899,1,88879,2019-11-09 12:47:14,2,5,1202,11
236,18581,9467899,1,88879,2019-11-09 13:01:15,2,5,1202,11
237,18589,9466014,1,88879,2019-11-12 07:31:52,2,5,1199,11
239,18620,9466639,1,88879,2019-11-17 10:24:46,2,5,1194,11
240,18621,9466639,1,88879,2019-11-17 11:36:58,2,5,1194,11
241,18624,9466213,1,88879,2019-11-18 09:12:34,2,5,1193,11
243,18628,9465947,1,88879,2019-11-19 14:06:45,2,5,1192,11
245,18643,9467951,1,88879,2019-11-23 15:20:42,2,5,1188,11
247,18656,9467255,1,88879,2019-11-26 08:37:46,2,5,1185,11
248,18665,9464307,1,88879,2019-11-28 13:36:06,2,5,1183,11
249,18680,9466225,1,88879,2019-12-03 12:00:43,2,5,1178,12
250,18681,9468057,1,88879,2019-12-03 12:12:32,2,5,1178,12
251,18682,9468057,1,88879,2019-12-03 12:20:20,2,5,1178,12
252,18685,4845,1,88879,2019-12-03 12:37:33,2,5,1178,12
253,18688,9467532,1,88879,2019-12-03 13:46:24,2,5,1178,12
254,18689,9467532,1,88879,2019-12-03 13:49:12,2,5,1178,12
255,18693,9467759,1,88879,2019-12-04 17:33:00,2,5,1177,12
258,18700,9465280,1,88879,2019-12-09 13:15:15,2,5,1172,12
259,18709,9466785,1,88879,2019-12-10 10:53:04,2,5,1171,12
260,18791,9464699,1,88879,2020-01-13 09:05:11,2,5,1137,1
261,18795,9464699,1,88879,2020-01-13 11:49:20,2,5,1137,1
262,18797,9466604,1,88879,2020-01-13 16:14:52,2,5,1137,1
263,18798,9466604,1,88879,2020-01-13 16:33:14,2,5,1137,1
264,18801,9468095,1,88879,2020-01-14 12:56:34,2,5,1136,1
265,18810,9467532,1,88879,2020-01-15 12:27:01,2,5,1135,1
266,18819,9465393,1,88879,2020-01-15 17:15:10,2,5,1135,1
267,18833,9467437,1,88879,2020-01-17 11:57:08,2,5,1133,1
268,18838,9466225,1,88879,2020-01-18 14:15:04,2,5,1132,1
269,18839,9466225,1,88879,2020-01-18 14:42:14,2,5,1132,1
270,18846,9468018,1,88879,2020-01-20 19:18:58,2,5,1130,1
271,18853,9464395,1,88879,2020-01-21 17:53:04,2,5,1129,1
273,18876,9468057,1,88879,2020-01-25 16:17:42,2,5,1125,1
275,18877,9466594,1,88879,2020-01-26 15:06:56,2,5,1124,1
276,18879,9467000,1,88879,2020-01-27 14:59:53,2,5,1123,1
277,18880,9467000,1,88879,2020-01-27 15:15:23,2,5,1123,1
278,18888,9465793,1,88879,2020-01-28 11:38:56,2,5,1122,1
280,18889,9465793,1,88879,2020-01-28 12:02:22,2,5,1122,1
282,18890,9465793,1,88879,2020-01-28 14:58:30,2,5,1122,1
284,18911,9466589,1,88879,2020-02-01 12:15:56,2,5,1118,2
285,18919,9468057,1,88879,2020-02-03 14:25:33,2,5,1116,2
286,18929,9466147,1,88879,2020-02-03 22:07:05,2,5,1115,2
288,18935,9467004,1,88879,2020-02-04 14:19:58,2,5,1115,2
290,18937,9466147,1,88879,2020-02-05 09:46:18,2,5,1114,2
291,18938,9466147,1,88879,2020-02-05 10:02:10,2,5,1114,2
292,18940,9466034,1,88879,2020-02-05 11:19:31,2,5,1114,2
294,18941,9466004,1,88879,2020-02-05 12:35:56,2,5,1114,2
296,18954,9467437,1,88879,2020-02-07 18:09:23,2,5,1112,2
298,18961,9466407,1,88879,2020-02-09 15:06:06,2,5,1110,2
299,18969,9465793,1,88879,2020-02-10 12:43:26,2,5,1109,2
300,18970,9467532,1,88879,2020-02-10 16:01:20,2,5,1109,2
302,18971,9467532,1,88879,2020-02-10 16:27:53,2,5,1109,2
304,18972,9467532,1,88879,2020-02-10 16:41:14,2,5,1109,2
306,18974,9467532,1,88879,2020-02-10 16:58:18,2,5,1109,2
308,18977,9467532,1,88879,2020-02-10 17:13:40,2,5,1109,2
310,18978,9467532,1,88879,2020-02-10 17:38:33,2,5,1109,2
312,18979,9467532,1,88879,2020-02-10 17:41:39,2,5,1109,2
314,18980,9467532,1,88879,2020-02-10 17:49:51,2,5,1109,2
316,18981,9467532,1,88879,2020-02-10 17:57:19,2,5,1109,2
318,18982,9467532,1,88879,2020-02-11 09:28:10,2,5,1108,2
320,18983,9467532,1,88879,2020-02-11 09:57:03,2,5,1108,2
322,18984,9467532,1,88879,2020-02-11 10:00:57,2,5,1108,2
324,18985,9467532,1,88879,2020-02-11 10:32:22,2,5,1108,2
326,18986,9467532,1,88879,2020-02-11 11:21:18,2,5,1108,2
328,18987,9467532,1,88879,2020-02-11 11:38:46,2,5,1108,2
330,18988,9467532,1,88879,2020-02-11 12:01:07,2,5,1108,2
332,18992,9466746,1,88879,2020-02-11 14:24:48,2,5,1108,2
333,19011,9465052,1,88879,2020-02-13 11:12:23,2,5,1106,2
334,19012,9465052,1,88879,2020-02-13 11:22:00,2,5,1106,2
335,19017,9466986,1,88879,2020-02-14 08:09:29,2,5,1105,2
337,19019,9467532,1,88879,2020-02-14 10:37:11,2,5,1105,2
339,19022,9468018,1,88879,2020-02-14 11:37:25,2,5,1105,2
341,19026,9467532,1,88879,2020-02-14 17:28:40,2,5,1105,2
342,19028,9467143,1,88879,2020-02-15 11:38:25,2,5,1104,2
345,19030,9465870,1,88879,2020-02-17 10:24:48,2,5,1102,2
346,19033,9464391,1,88879,2020-02-17 11:39:31,2,5,1102,2
347,19044,9466639,1,88879,2020-02-18 16:05:59,2,5,1101,2
350,19053,9466566,1,88879,2020-02-20 10:43:51,2,5,1099,2
351,19056,9466566,1,88879,2020-02-20 11:11:47,2,5,1099,2
352,19060,9467695,1,88879,2020-02-20 16:03:00,2,5,1099,2
353,19063,9467052,1,88879,2020-02-20 19:35:58,2,5,1099,2
355,19064,9467052,1,88879,2020-02-20 20:03:48,2,5,1099,2
357,19065,9467255,1,88879,2020-02-20 20:45:01,2,5,1099,2
358,19071,9466999,1,88879,2020-02-21 12:56:07,2,5,1098,2
359,19072,9466913,1,88879,2020-02-21 13:36:13,2,5,1098,2
360,19074,9467532,1,88879,2020-02-21 15:16:28,2,5,1098,2
361,19075,9467532,1,88879,2020-02-21 15:32:39,2,5,1098,2
362,19076,9467573,1,88879,2020-02-22 12:29:24,2,5,1097,2
363,19077,9466147,1,88879,2020-02-22 12:59:05,2,5,1097,2
366,19079,9468018,1,88879,2020-02-22 14:17:57,2,5,1097,2
367,19089,9467532,1,88879,2020-02-24 16:15:05,2,5,1095,2
368,19101,9466103,1,88879,2020-02-27 15:37:30,2,5,1092,2
370,19108,9467532,1,88879,2020-03-05 09:43:49,2,5,1085,3
371,19116,9467255,1,88879,2020-03-10 13:05:12,2,5,1080,3
373,19119,9466843,1,88879,2020-03-11 16:05:09,2,5,1079,3
375,19125,9468430,1,88879,2020-03-31 12:54:17,2,5,1059,3
378,19126,9467532,1,88879,2020-04-01 09:40:16,2,5,1058,4
379,19127,9467532,1,88879,2020-04-07 15:01:38,2,5,1052,4
380,19128,9467532,1,88879,2020-04-07 15:12:48,2,5,1052,4
381,19129,9465793,1,88879,2020-04-16 10:10:39,2,5,1043,4
384,19130,9465793,1,88879,2020-04-17 19:18:58,2,5,1042,4
386,19131,9465793,1,88879,2020-05-07 13:43:20,2,5,1022,5
387,19158,9468018,1,88879,2020-07-03 10:56:12,2,5,965,7
389,19160,9468018,1,88879,2020-07-03 12:14:15,2,5,965,7
391,19181,9465320,1,88879,2020-08-03 16:47:35,2,5,934,8
392,19191,9467255,1,88879,2020-08-13 14:43:57,2,5,924,8
393,19194,9467255,1,88879,2020-08-13 18:11:34,2,5,924,8
394,19209,9466907,1,88879,2020-08-14 14:09:22,2,5,923,8
395,19210,9468189,1,88879,2020-08-14 14:23:47,2,5,923,8
396,19216,9464211,1,88879,2020-08-14 15:39:08,2,5,923,8
397,19226,9467203,1,88879,2020-08-14 17:15:21,2,5,923,8
398,19232,9468189,1,88879,2020-08-14 23:25:00,2,5,922,8
400,19236,9468099,1,88879,2020-08-15 09:25:20,2,5,922,8
401,19237,9465921,1,88879,2020-08-15 09:33:40,2,5,922,8
402,19239,9468057,1,88879,2020-08-15 09:54:51,2,5,922,8
404,19242,9466696,1,88879,2020-08-15 10:46:38,2,5,922,8
405,19243,9467268,1,88879,2020-08-15 11:04:41,2,5,922,8
406,19249,9468057,1,88879,2020-08-15 12:51:54,2,5,922,8
408,19250,9467101,1,88879,2020-08-15 13:01:00,2,5,922,8
409,19256,9466799,1,88879,2020-08-15 14:20:08,2,5,922,8
410,19257,9466799,1,88879,2020-08-15 14:28:36,2,5,922,8
411,19259,9467759,1,88879,2020-08-15 14:30:25,2,5,922,8
412,19269,9464734,1,88879,2020-08-15 18:25:31,2,5,922,8
413,19272,9466610,1,88879,2020-08-15 20:13:44,2,5,922,8
414,19275,9466610,1,88879,2020-08-15 20:47:11,2,5,922,8
415,19276,9466610,1,88879,2020-08-15 21:01:05,2,5,921,8
416,19279,9466610,1,88879,2020-08-15 21:10:43,2,5,921,8
417,19280,9465472,1,88879,2020-08-15 20:58:45,2,5,922,8
418,19281,9466610,1,88879,2020-08-15 21:22:17,2,5,921,8
419,19282,9465863,1,88879,2020-08-15 21:25:08,2,5,921,8
420,19283,9466610,1,88879,2020-08-15 21:29:23,2,5,921,8
421,19289,9464152,1,88879,2020-08-16 07:49:29,2,5,921,8
422,19291,9464982,1,88879,2020-08-16 08:13:47,2,5,921,8
423,19293,9468339,1,88879,2020-08-16 13:09:50,2,5,921,8
424,19295,9468057,1,88879,2020-08-16 13:32:14,2,5,921,8
425,19296,9459937,1,88879,2020-08-16 13:52:20,2,5,921,8
428,19298,9468339,1,88879,2020-08-16 17:55:39,2,5,921,8
429,19300,9465472,1,88879,2020-08-16 21:10:44,2,5,920,8
430,19303,9467405,1,88879,2020-08-17 08:59:51,2,5,920,8
431,19306,2976,1,88879,2020-08-17 10:39:27,2,5,920,8
432,19307,2976,1,88879,2020-08-17 10:55:40,2,5,920,8
433,19315,9459937,1,88879,2020-08-17 13:33:36,2,5,920,8
434,19316,9465805,1,88879,2020-08-17 13:35:13,2,5,920,8
435,19319,9466774,1,88879,2020-08-17 14:08:00,2,5,920,8
436,19320,9467255,1,88879,2020-08-17 14:30:12,2,5,920,8
437,19322,9467255,1,88879,2020-08-17 14:40:38,2,5,920,8
438,19324,9464994,1,88879,2020-08-17 15:09:58,2,5,920,8
439,19332,9467255,1,88879,2020-08-17 18:06:59,2,5,920,8
440,19333,9466664,1,88879,2020-08-17 18:05:20,2,5,920,8
441,19336,9466542,1,88879,2020-08-17 19:10:34,2,5,920,8
442,19337,9466542,1,88879,2020-08-17 19:21:47,2,5,920,8
443,19339,9466542,1,88879,2020-08-17 20:41:33,2,5,920,8
444,19345,9466664,1,88879,2020-08-18 08:07:47,2,5,919,8
445,19368,9466312,1,88879,2020-08-18 14:14:20,2,5,919,8
446,19384,9465829,1,88879,2020-08-19 08:44:51,2,5,918,8
447,19386,9466673,1,88879,2020-08-19 10:30:47,2,5,918,8
449,19387,9466673,1,88879,2020-08-19 10:39:20,2,5,918,8
451,19388,9466045,1,88879,2020-08-19 11:32:17,2,5,918,8
452,19392,9459937,1,88879,2020-08-19 13:47:09,2,5,918,8
454,19393,9467853,1,88879,2020-08-19 13:36:01,2,5,918,8
455,19394,9465891,1,88879,2020-08-19 13:42:37,2,5,918,8
456,19396,9459937,1,88879,2020-08-19 14:25:13,2,5,918,8
457,19399,9467388,1,88879,2020-08-19 14:02:27,2,5,918,8
458,19400,9459937,1,88879,2020-08-19 14:46:09,2,5,918,8
459,19405,9466488,1,88879,2020-08-19 15:40:06,2,5,918,8
460,19417,9466557,1,88879,2020-08-20 08:15:39,2,5,917,8
462,19418,9467203,1,88879,2020-08-20 09:21:58,2,5,917,8
463,19420,9465863,1,88879,2020-08-20 10:17:30,2,5,917,8
464,19423,9459937,1,88879,2020-08-20 10:50:49,2,5,917,8
465,19425,9467255,1,88879,2020-08-20 11:33:35,2,5,917,8
466,19428,9465126,1,88879,2020-08-20 13:17:06,2,5,917,8
467,19450,9464433,1,88879,2020-08-21 07:55:15,2,5,916,8
468,19454,9466557,1,88879,2020-08-21 10:47:00,2,5,916,8
469,19455,9463950,1,88879,2020-08-21 10:51:25,2,5,916,8
470,19465,9464770,1,88879,2020-08-21 12:52:27,2,5,916,8
471,19466,9465861,1,88879,2020-08-21 13:49:28,2,5,916,8
472,19469,9466066,1,88879,2020-08-21 14:45:48,2,5,916,8
473,19470,9464152,1,88879,2020-08-21 14:59:34,2,5,916,8
475,19476,9468018,1,88879,2020-08-21 18:15:28,2,5,916,8
476,19479,9465829,1,88879,2020-08-21 20:58:57,2,5,916,8
477,19506,9466913,1,88879,2020-08-22 15:14:05,2,5,915,8
478,19530,9466391,1,88879,2020-08-23 12:33:51,2,5,914,8
479,19532,9465829,1,88879,2020-08-23 16:05:17,2,5,914,8
480,19535,9459937,1,88879,2020-08-23 21:02:10,2,5,913,8
484,19540,9465863,1,88879,2020-08-24 08:55:59,2,5,913,8
488,19548,9466435,1,88879,2020-08-24 13:05:52,2,5,913,8
489,19549,9466557,1,88879,2020-08-24 12:44:30,2,5,913,8
490,19550,9466060,1,88879,2020-08-24 13:33:01,2,5,913,8
491,19551,9466147,1,88879,2020-08-24 13:53:17,2,5,913,8
492,19556,9466409,1,88879,2020-08-24 15:41:22,2,5,913,8
493,19557,9465535,1,88879,2020-08-24 15:49:16,2,5,913,8
494,19558,9466371,1,88879,2020-08-24 16:05:46,2,5,913,8
495,19561,9468189,1,88879,2020-08-24 16:22:59,2,5,913,8
497,19576,9464879,1,88879,2020-08-24 21:39:22,2,5,912,8
498,19577,9466435,1,88879,2020-08-24 21:49:11,2,5,912,8
499,19581,9464251,1,88879,2020-08-25 08:13:24,2,5,912,8
500,19582,9465881,1,88879,2020-08-25 08:57:46,2,5,912,8
501,19587,9468018,1,88879,2020-08-25 10:02:42,2,5,912,8
502,19592,9467397,1,88879,2020-08-25 11:30:42,2,5,912,8
503,19593,9467397,1,88879,2020-08-25 11:31:05,2,5,912,8
504,19594,9466137,1,88879,2020-08-25 11:34:47,2,5,912,8
505,19596,9467397,1,88879,2020-08-25 11:52:23,2,5,912,8
